"Year","MeanCover","LL95","UL95","LL68","UL68"
0,7.37010978132126,7.37010978132126,7.37010978132126,7.37010978132126,7.37010978132126
1,8.04409920978662,6.45948344441105,9.394401329397,7.38897944030972,8.7967712623968
2,8.21622748245443,6.48369853448123,10.3908029416444,7.58636590238125,9.07613697031838
3,8.2685024837803,6.73706754821716,10.2153888309438,7.57373450951968,8.86610497286404
4,8.53021797160889,7.09086083759082,10.0945935792953,7.81658988456167,9.40441529513674
5,8.48165608923931,7.09335345696254,10.3267081513957,7.6601495571623,9.35849028585571
6,8.39064861138119,7.15064304276345,9.70677824526667,7.55586472678417,9.12480775010165
7,8.83690596991179,7.59900383615889,10.4748965828133,8.05111107182633,9.61032121201407
8,8.48693407817279,7.07540350380964,10.2629253805222,7.84546325596196,9.33545424010465
9,8.74926617992823,7.11229559637244,10.7341113193205,7.66738204253363,9.65979882263511
10,8.66870931815369,6.72539422278007,10.7163606873265,7.56582106174978,9.67493414888539
11,8.97964325490127,7.51860713843761,10.7512608941609,8.12205773684304,9.65842770519914
12,8.4355581876359,7.1104451358566,10.1130588505666,7.82245973800979,9.17009563880001
13,9.05188961762158,8.00579975957714,11.2504591899871,8.20494705393604,9.92442731627981
14,8.97524422366397,7.77439761698517,10.6071450669118,8.04362331394629,9.84910000530344
15,8.86215355242456,7.03071623031096,10.6181422030512,8.05132603814945,9.72398606961656
16,9.29314123075291,7.84141283787367,11.4829419095939,8.33930949139958,9.99237647391589
17,9.2612445418707,7.71547412802517,11.4319382325384,8.2519921509007,10.0071525801262
18,9.3907610444252,7.26012162568282,12.1216906500256,8.38907631658034,10.6639029823042
19,9.42740926688705,7.73168852864745,11.2471237647392,8.72325702264571,10.1481627097071
20,9.46784061378542,7.72092386020118,11.6169294818534,8.60537274382591,10.3465914755953
21,9.68046528894939,7.8457616631605,11.2875444163558,9.05627733484187,10.4213955132851
22,9.82563225909099,8.14832101755441,11.9454827903194,8.95361748015628,10.9845181819789
23,9.73124012233281,7.84823969805717,11.9304404511464,8.68435236091714,10.7366768610674
24,9.46590627044036,7.89210493750773,11.0808956635494,8.3969848144678,10.3327565541747
25,9.63560415082999,7.82542427563774,11.6448136722824,8.71878232891969,10.6537726943271
26,10.0217922110064,8.21371957148161,12.0851658210618,8.97040323863737,11.3480474481588
27,10.1474173988368,8.56365106864426,12.236801492036,9.38752417487228,10.8658341435819
28,10.0527459472838,8.51595188007142,12.117276415578,9.15875616525536,10.6854017359945
29,9.73988261707356,7.63594277582336,11.9763400038892,8.79912316368201,10.8240055155833
30,9.97647992645889,7.64167314865558,11.5137337140029,9.03198331182491,11.1598246327364
31,9.94660208248625,8.4800736295013,11.4688303251012,9.06438524227907,10.6233111177895
32,9.83574769742076,8.50886780278254,12.3084722541411,8.88740997401312,10.6637000371241
33,10.3964268920042,8.26455177046688,12.8169997525059,9.34518641610833,11.6203998797886
34,10.3573115067089,8.35478547563067,12.8280494811462,9.17860802234518,11.7384425548465
35,10.0806045927838,8.14345068679619,12.0173705517351,8.85959658458112,11.423620131879
36,9.88255449290222,8.29074062616013,12.113959994343,8.83825622712889,10.9281439708664
37,10.1822903813177,8.35865920059399,12.4070222037584,8.97131048137607,11.3578008379444
38,10.2309243905457,8.41821645128785,12.6084236392243,9.15128749977902,11.2140378666007
39,10.0243184188661,8.14262953665565,12.2667955698552,8.93181324800679,11.1997093711881
40,9.95366980748493,7.98335469443315,12.3708977849276,9.13671787437906,10.7492764332561
41,10.6220923860201,8.57614421836053,12.8615464846996,9.36629978609437,11.613030211961
42,10.5307189704245,8.89472086198667,13.0522433574345,9.31432672759736,11.547622465395
43,10.5733371046723,9.08252028567893,12.6767072674881,9.58662612477239,11.6474453303163
44,10.61169232945,8.90435545459367,12.4355671151024,9.76642282602931,11.6759601888027
45,10.9774942987961,9.5168954514116,12.3893290257571,10.1559241253735,11.7684494493256
46,10.8683578765004,8.81439929640957,12.553993936394,9.75888415507275,11.9364901797868
47,10.7434659783973,8.8727672494564,13.0138954690897,9.56907949864762,11.7002103700037
48,10.7278717273322,8.76183508052398,13.1525982463274,10.0156897130836,11.6186299432531
49,11.1137772906465,9.39329202538583,14.1033570809836,10.1152276062015,12.2572446832959
50,11.3063623667509,9.0383271165167,13.7778139197765,10.0035738151219,12.5313486661835
51,12.3208634009228,9.84683384305337,15.0252236286174,11.0513288666537,13.6144663849948
52,12.1081153322609,9.74083873990136,14.7697292591087,10.8554146410451,13.2106309332296
53,11.719201654675,9.62185815051178,14.0383063446886,10.5696324712288,12.8870196404264
54,12.3758884155073,10.2190336238443,14.8253968745028,11.0413025262079,13.6099867413863
55,11.6754751003235,9.87358795764315,13.7050917496067,10.7668966004915,12.5129195467322
56,11.796706560362,9.74293713649301,14.1208611027631,10.466194070748,13.1574430321566
57,11.2304283416126,9.02672361977832,13.3603050365054,10.0344589601711,12.3972464511111
58,12.066014460728,9.71592005939859,14.1457886223416,11.0427295066028,13.3753050365054
59,11.5848286103205,9.51350345607863,13.2976412926264,10.4742171230576,12.6825322184312
60,11.4758191171531,9.45069917089469,13.725834850708,10.1409422454788,12.6789640603179
61,11.7960980783849,9.32731451199463,15.1708222108296,10.6315760072127,13.1195071331342
62,12.3821447133488,10.2294252832924,14.5661812540881,11.3788137960295,13.6137613803101
63,11.9983789135008,10.1668260646667,13.6231990383086,10.8286258772783,13.1016536142981
64,12.3030310958686,10.237810472537,14.5607425707568,10.781551081019,13.8143030388743
65,12.4129361641947,10.1701972881715,15.190264641929,11.2648187105556,13.5098053635512
66,13.0191256386232,10.8300294341224,15.9046427245567,11.63345696254,14.5344303215656
67,12.7090215143105,10.3346858592466,15.3777423232627,11.5220775363728,13.8821305708275
68,13.1577315395902,11.3095462018491,16.0222974525784,12.063529619743,14.4551812894444
69,12.3688786748458,10.5500075132144,14.8625156893595,11.3839567238849,13.3496639383386
70,12.8331412307529,10.7282739936712,14.4078022521965,11.8098340021567,13.6848508847915
71,13.4275563491081,10.9408789576962,15.7415206745983,11.8192338289108,15.10765570032
72,13.2152124029911,10.113779677197,15.2549454629024,12.0552626089416,14.431163045592
73,12.8658069192285,10.4602497922817,15.2870078844556,11.4022175473333,14.2854293139109
74,13.4215570915905,10.9074455954885,15.8883134159492,12.0358088638252,14.9478317747096
75,14.0275786235791,12.1483714002864,16.6034322131278,13.0586766135733,15.3323626849577
76,13.6918372902929,10.9930038715152,16.2555535913165,12.4475591776124,15.2454583060795
77,14.0585443809995,11.7953612530274,16.6638428765888,12.4381529867237,15.6603044177701
78,14.1021623915003,11.8302915127194,16.4031228454753,12.6190528046387,15.6773150423392
79,14.2604207400074,11.797594003571,17.1466296604027,12.989330881963,15.4255633142999
80,14.4409323457139,11.9981022504287,18.1747511800166,12.9856941326215,15.8263248890696
81,14.0007336432903,11.5533495677692,16.4224609754804,12.8484579348383,15.3842706878569
82,14.0750943129386,11.995219385861,16.8146547456998,12.4733989782028,15.6080195166793
