"Year","MeanCover","LL95","UL95","LL68","UL68"
0,9.77956620515238,9.77956620515238,9.77956620515238,9.77956620515238,9.77956620515238
1,9.72858796225422,9.14922988248838,10.4527455098804,9.31947618843499,10.0608470144455
2,9.62139630012921,8.69015166592163,10.5035207558955,9.16740574269916,9.97857785833695
3,9.452583969676,8.62906353526879,10.1809601630099,9.01040838196481,9.8312007740213
4,9.4823278813004,8.7229348205483,10.7972179016919,9.02059178337201,9.83230865323969
5,9.47297318481596,8.68637371940503,10.3260586149673,8.94110836910528,10.0482706380164
6,9.30080996674893,8.47964374506286,10.314644556438,8.78646050593069,9.7712515997869
7,9.20352479746239,8.44339525299596,9.85778124100598,8.69413997293375,9.65786274593853
8,9.22780022412326,8.32077227607576,10.0041873082552,8.85372810052479,9.62216040121737
9,9.17562763696932,8.46954472667373,9.913146880339,8.84534160425712,9.54429410359883
10,9.28399931415834,8.59011591948709,10.1552973613467,8.89778032246805,9.73310312731548
11,9.25131136598838,8.55578311482337,10.272688805472,8.85441639161559,9.59524723979351
12,9.26142563210719,8.67423141338494,9.96580857363306,8.79433360072994,9.66639339142576
13,9.24280797045982,8.16635770622707,10.086363079674,8.88636791730709,9.64749147290619
14,9.13707611005309,8.22279979547222,9.99111574802668,8.72102116923756,9.57237001157358
15,9.19269707231343,8.37465868661323,9.86254914177939,8.76185409943479,9.58174375241116
16,9.38666123708689,8.56921443574215,10.5276704194044,8.91244680134474,9.78458215709448
17,9.15553235396778,8.37696368101014,9.96630381866836,8.75903639247289,9.57100445184718
18,9.12316742497076,8.44801458025879,9.93462750225041,8.79637924594159,9.51758669467187
19,9.15653135582322,8.35791550063379,9.89492132722608,8.68623405571238,9.56704138931924
20,9.1577569303687,8.18631868367391,10.0110100549286,8.74616008279089,9.65212629284214
21,9.18441724891766,8.19845953534228,9.87765411535612,8.85749912738897,9.6145256363937
22,9.19336895219316,8.50078649810475,10.0385808895121,8.70988408051291,9.60021726483898
23,9.22554049833745,8.27039667060617,10.1542996760623,8.71531447677017,9.71765197210094
24,9.09470168949744,8.37649032779557,9.79612269829703,8.67943491546389,9.56169341653246
25,9.24766666870786,8.46128699411523,10.1563551343209,8.81861386502391,9.59733942426042
26,9.13589872813114,8.39689855667073,10.0432776035958,8.67767083274649,9.6195506512434
27,9.15528165434805,8.37354694953553,9.87199423770537,8.75759159354084,9.66146733372933
28,9.14590325958494,8.32298909083115,9.90962742570559,8.64347072619609,9.56191888697697
29,9.09941164583627,8.3209002590277,9.94084355461933,8.79960760059521,9.48065718327281
30,9.06999363147033,8.41367335566401,9.99951501197161,8.75285977599922,9.49516518373821
31,9.16479960564105,8.3833417022345,9.98824975658745,8.73490444143709,9.55923136745804
32,9.23745399655854,8.56749263638757,10.2140615910302,8.85656136139568,9.58873358113446
33,9.12884307085602,8.28090313711322,10.0497445699099,8.79891918703269,9.45468007323809
34,9.18908972890884,8.29754390611318,9.94936682118516,8.62742043930607,9.6949699638096
35,9.16271777003484,8.26698346019363,9.77822008781222,8.70707176230688,9.58248188949377
36,9.14860798638114,8.44055077065332,9.97674162446495,8.72123390262273,9.43690024065694
37,9.17731327654728,8.51229187461345,10.0521349883346,8.77729888611967,9.56074058651709
38,9.14963705504492,8.47555410800781,10.085737938066,8.73151136231423,9.52130787554423
39,9.1016410598703,8.34848540749405,9.9566275573627,8.68227883137481,9.65835091823175
40,9.26629737359387,8.31538466837719,10.1047620068217,8.81831662614893,9.69464320924906
41,9.14143206187271,8.41650888226181,10.0337039123592,8.73058915022994,9.64923424554356
42,9.07566511331696,8.39829886774891,9.80606189108589,8.70489078583982,9.46888385394022
43,9.00620515238544,8.3462715014421,9.64802391872776,8.63720580760917,9.34715737004219
44,8.9590507829005,8.22746558544546,9.53710954483384,8.58778711964875,9.35102747653136
45,8.88422625426355,8.13388731376643,9.70134925567809,8.4404130971262,9.3278377004709
46,9.05395026423274,8.31179272579193,9.79439929150107,8.67928072356295,9.42167982217105
47,9.01940662449557,8.25687663423207,9.90031337452465,8.58693679846665,9.49291439838827
48,9.07717329136636,8.28433188612579,10.1184992774168,8.60655125747843,9.44446335952187
49,9.12540535078964,8.37587322339455,9.84938465613002,8.77421088406214,9.58616963558539
50,8.96068547424114,8.28574291347985,9.48068942395425,8.59439116244037,9.29626534723796
51,8.80055816488368,8.3128408541178,9.53222965897748,8.41623803604343,9.21781473702259
52,8.98186132526653,8.28282311102674,9.64135372589604,8.54891079771958,9.3712420469924
53,8.98707843701585,8.29794048486556,9.61645239217896,8.60854019828172,9.32356233504589
54,9.12716698407255,8.4029440671635,9.80785051407506,8.72281721707501,9.51261409772019
55,9.08285052938403,7.98871736893994,10.0758237754358,8.66497553627307,9.4914508612824
56,8.95018511601134,8.25841112839323,9.88329194809648,8.51981127107279,9.36350526322236
57,9.22621550124615,8.50642501974856,10.0552675088639,8.80051585090292,9.71645456605207
58,9.14326662706748,8.19019835826653,10.1135630545673,8.72310171889065,9.54624262873309
59,9.1342310306608,8.2232231649143,9.97381654041873,8.67905745760948,9.61100849341408
60,8.9360650447328,8.37010978059191,9.57460977446832,8.58319418504253,9.28402393097494
61,9.02808968604374,8.43537526867234,9.80512972817401,8.6101285340747,9.41598427463059
62,9.11216799446428,8.30634028462429,9.76370940827786,8.75438197706104,9.4497848784162
63,9.21588531747733,8.46406182066465,10.0120914037097,8.70767897711616,9.65782575947778
