"Year","MeanCover","LL95","UL95","LL68","UL68"
0,11.5036991011143,11.5036991011143,11.5036991011143,11.5036991011143,11.5036991011143
1,11.2543611283708,10.3409405161344,12.33781637049,10.638968062632,11.9811235657181
2,11.1263240130898,9.75811213288596,12.3996781409221,10.4166422269169,11.9441878961103
3,11.1655891636635,10.0177397373762,12.2799471852864,10.4103008160391,11.683341038068
4,10.9507306242492,9.62952238929622,12.2322374798061,10.3157476492275,11.5113011060022
5,11.0885048672383,9.86914626568908,12.791172486641,10.4560599809453,11.7270492523094
6,10.872005302183,9.35415827844745,11.9522088977259,10.2452909158693,11.4421427447082
7,11.0441887245764,9.80448324427323,12.4778561368626,10.3615913176753,11.6200031481712
8,11.0225699018268,9.8777689408061,12.1394600472226,10.4497715918976,11.6753748394847
9,11.0563128287975,9.37226730458556,12.1065834058241,10.4987760241912,11.7602047968187
10,11.0754016817862,9.90728097427613,12.3458649186032,10.4073683774492,11.8096400314817
11,10.8639791226544,9.87709146265689,12.4694055755768,10.2268896897394,11.3887179487179
12,10.6719241125057,9.42925313781534,12.0027848887784,10.0237070543888,11.3515516341494
13,10.7102141584856,8.81759413446005,12.2187635143532,10.1450842964252,11.1352732695414
14,10.8003651878547,9.50320657802079,11.9000615136076,10.1387173687917,11.4897878298331
15,10.8221833395468,9.7055571434489,12.253761857421,10.2003022244315,11.3967487676567
16,10.7307264819187,9.42515637297544,12.6317495132762,10.117450312746,11.3535107907709
17,10.7923973323392,9.64667681537633,12.462637214697,9.90023942670146,11.5286283086865
18,10.7970750176049,9.20140342156497,12.6375235077254,10.0199965204424,11.5559123482871
19,10.8687590406363,9.50681972577772,12.0717503417423,10.1825939273435,11.6279723292324
20,10.8473110475954,9.55034464189553,12.06977776397,10.2211871919142,11.4717736630628
21,10.8326607845574,9.87368377449153,12.1709701337973,10.1772360714138,11.5539634646452
22,10.8929867031192,9.34327886168759,12.3858317799594,10.2970246468663,11.5137692721925
23,10.8691590240669,9.77195000207117,12.1349873658921,10.1069662400066,11.6077584192867
24,10.8975285199453,9.51757839360424,12.1610871546332,10.2664393355702,11.7113057454124
25,10.9055291827182,9.62389524046228,12.0273070709581,10.1197441696699,11.6817709291247
26,10.8833831241456,10.0517432997805,12.2771306076799,10.2158886541568,11.5704360217058
27,10.7466393272855,9.47671989561327,12.2167095397871,10.1351509879458,11.540319290833
28,10.8071695455863,9.63013503997349,11.9585827016279,10.0855626527484,11.6007837289259
29,10.971068638416,9.56735450064206,12.4965401184707,10.1806894494843,11.7444868066774
30,10.9790051779131,9.34273041713268,12.2343113375585,10.2785273186695,11.7456403628681
31,10.7427114038358,9.08637939604822,12.0064272399652,9.86187415600016,11.6234979495464
32,10.8706853900004,9.79172341659418,12.5713613769106,10.1691094817945,11.5233489913425
33,10.8194717700178,9.6979938693509,12.2078499233669,10.1976978584151,11.5077115281057
